ItemID                             Last Harvested             Name                
2045d2a2c157f16e690a6628799119c8   2018-07-04T15:34:53.595Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/44002_006_001_004.mp4
a4b410e4cb3af0ab1c623a3518fdd7b0   2018-07-04T15:48:15.085Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/52177_001_002_004.mp4
f228e0624aa2d282ce9ec0e3466796a7   2018-07-04T15:49:53.153Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58221_003_001_002.mp4
1f073c19a50b855881e922a044b1011d   2018-07-04T16:04:37.712Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/63534_001_004_004.mp4
8afdc2a2f03633f8f27ca02eadb1bbaf   2018-07-04T16:12:46.651Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66300_001_003_002.mp4
28e5de198ca8d29d0700d23537f7af31   2018-07-04T16:12:49.075Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/52177_003_001_004.mp4
eebab224a576a6034067716b94ba4e3f   2018-07-04T16:01:36.779Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/44002_001_001_003.mp4
f08ff0aecf5f7a8252ce8bad4a9daf95   2018-07-04T16:16:44.259Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58221_003_003_002.mp4
21e7b26ca12fa1576f5fb5abb699908d   2018-07-04T15:43:46.145Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58083_004_002_001.mp4
ef021bf04b7fdfc649792861f13707e3   2018-07-04T15:41:48.803Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/52177_001_001_004.mp4
bd60fb8df76242649ea16d6e343f7440   2018-07-04T16:09:32.804Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/60460_003_002_003.mp4
e127342a2643ba90c4d44ee55bee45a5   2018-07-04T16:20:23.163Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/54461_001_001_004.mp4
795c2a41ea78907b5517cf3b24e645e8   2018-07-04T16:24:51.190Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58221_004_002_006.mp4
9db9d20007a46a45e9da348dc4a55e91   2018-07-04T16:30:18.079Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/65691_002_002_001.mp4
023f9a14dce055059827cc457f4974dd   2018-07-04T16:32:36.735Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/63449_001_002_003.mp4
30b572510b50fb188eed518ba7db5ac5   2018-07-04T16:37:57.350Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/56459_001_001_006.mp4
c94b1c48ac332d97fb85afca13981288   2018-07-04T16:41:01.841Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/59093_001_001_002.mp4
7d7a18c5a012d8a38655114ff8644e4c   2018-07-04T16:31:47.987Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58083_005_002_004.mp4
2fdebd32c3414d771ad4ba5d218b85c9   2018-07-04T16:39:35.446Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/56409_004_001_001.mp4
136c0076d47b33f4e552a8ed1daa485a   2018-07-05T14:37:08.826Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66882_124_002_002.mp4
ccd19d7dc3fb511691314524d7b1ac45   2018-07-05T14:43:43.689Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/65518_001_002_001.mp4
4478ca3acefaa045c28d4a336a43b1ee   2018-07-05T14:44:18.663Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66335_001_004_001.mp4
fcaf22e577ecd922e9c5f77947ac9adc   2018-07-05T14:49:32.970Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66882_126_001_001.mp4
9ed53c21a79ef95ed734b32d484fc092   2018-07-05T14:51:14.966Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/67587_009_004_001.mp4
5b4e5d586b29f5a90bcaf5c264b31b28   2018-07-05T14:52:40.054Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66974_004_001_001.mp4
b914772338d01747eabc7168358374f8   2018-07-05T14:51:49.493Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66882_126_002_001.mp4
f5a1e60b4a746f2bc127967382c6288b   2018-07-05T14:53:11.232Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_012_003_002.mp4
6c67eaf42c656699a60393780afbc4a0   2018-07-04T16:52:37.278Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/61206_001_002_001.mp4
f707ba6964766b8002d87c79b04087c5   2018-07-04T17:08:42.104Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66300_001_001_002.mp4
2654e615d4ad28b03263343917677f2f   2018-07-04T17:25:58.672Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/64484_009_003_004.mp4
bc2a2a9c346e0dc79e6ecb3ba712c338   2018-07-04T16:52:34.564Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/61206_001_004_001.mp4
ed8e3939f04b11469f4b2e88da808d99   2018-07-04T17:17:50.595Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/61593_001_001_001.mp4
4eec923b0b376da9b081d1fa1c877e3a   2018-07-04T17:16:50.333Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66300_001_002_002.mp4
4537983c843f735d6d05d2a6255530da   2018-07-04T16:53:00.202Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/60902_002_002_005.mp4
ed189a1b8255cd364d44d625899e6589   2018-07-04T16:54:45.939Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/61206_001_001_001.mp4
e5d7e6d9572d6a31bbf4987dd793199b   2018-07-04T16:50:40.378Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66227_001_001_001.mp4
935a9cce98e9197c83605773760a9fb0   2018-07-04T17:18:40.411Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/59365_223_001_001.mp4
c2e79d693a3c3408aec2c2cc474315ca   2018-07-04T17:33:09.913Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/66300_001_003_001.mp4
e8f0d49d22a017182841699b53242c0b   2018-07-04T17:35:36.257Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/65691_002_003_001.mp4
2f29012d4bc9547324cad4809a3c97c4   2018-07-04T17:35:19.433Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/61299_001_001_001.mp4
a9ac4b575be06d1d0730b8096900d6e1   2018-07-04T17:46:46.178Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/61670_001_004_003.mp4
af16fc29ee0327b73b6ee05cc2168653   2018-07-04T17:34:07.159Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66882_037_001_001.mp4
8a168659aa32c4d247f8254cbc409944   2018-07-04T17:33:11.287Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/65676_008_002_001.mp4
edca5a620e7928911023b2de37fea542   2018-07-04T17:38:27.183Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/56409_001_003_001.mp4
e5ec677186520a321d2ee432a3cdb321   2018-07-04T17:53:46.600Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/62490_002_003_003.mp4
38538fd69954d2eb0cee09b2f29f857f   2018-07-05T14:28:29.144Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_012_004_002.mp4
cbcea0de9eded68bd76faad89c8a2dc8   2018-07-05T14:30:41.301Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_015_001_001.mp4
18e6fa646debbc5d85e814a9a3039aea   2018-07-05T14:56:04.811Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/65691_008_004_001.mp4
46e63abb8fb4acb011e608e97b6293e2   2018-07-05T15:05:27.726Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/65067_014_003_003.mp4
aeb158d83815f151c9017381dbc44d67   2018-07-05T15:09:10.916Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/65067_014_002_003.mp4
dc634c5dba62b4cb30c6898540d9c6af   0001-01-01T00:00:00.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/56459_005_002_004.mp4 )
fce0943ac9057c572afe606a2896a54c   0001-01-01T00:00:00.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/35925_001_002_002.mp4 )
