ItemID                             Last Harvested             Last Modified              Name                
d3e302df62af60c6788bc08ca7131e17   2018-07-26T14:51:35.137Z   2018-07-26T13:49:56.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/46761_012_001_002.mp4
79599207f3c8161eae551e27230556ce   2018-07-24T19:20:34.585Z   2018-07-24T14:31:44.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-24/090000/65684_011_001_002.mp4
1571eab3061d7b00a52a5cbcbcc2c087   0001-01-01T00:00:00.000Z   2018-07-26T12:20:55.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/132120/59639_004_003_003.mp4 )
724a73bed9e2fc386f54b4a17a660fa1   2018-07-24T19:36:47.167Z   2018-07-24T13:11:10.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-24/090000/65684_011_004_002.mp4
c631df929415135ce1114d576e183b86   0001-01-01T00:00:00.000Z   2018-07-26T13:52:35.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65794_004_001_003.mp4 )
e0bde64387e4604912878f72186d374b   0001-01-01T00:00:00.000Z   2018-07-26T13:49:19.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/46761_016_003_001.mp4 )
8b2f0df790eec13a1fa5c3ff68db970a   0001-01-01T00:00:00.000Z   2018-07-26T13:52:55.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65794_004_002_003.mp4 )
017640a288177f07b8da9eeeca7e3a0f   0001-01-01T00:00:00.000Z   2018-07-26T13:44:49.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65067_014_001_003.mp4 )
64e3cc196401751e995d512f38a1b788   0001-01-01T00:00:00.000Z   2018-07-26T13:53:13.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65794_004_003_003.mp4 )
76b7cea9ed3ef5b2d9dab141774710e5   0001-01-01T00:00:00.000Z   2018-07-26T13:59:16.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65518_001_002_001.mp4 )
07eef16ba61a19bcf663572038d94b3c   0001-01-01T00:00:00.000Z   2018-07-26T14:01:52.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66267_001_004_002.mp4 )
4cb5730a184806fc75e17e7c9b9801ef   0001-01-01T00:00:00.000Z   2018-07-26T13:58:13.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66335_001_003_001.mp4 )
651effb6122c4355947d08d0e5149380   2018-07-26T14:38:11.229Z   2018-07-26T13:43:06.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66078_001_003_001.mp4
2cdfe1e9ae47f1f8d2dc7004ec5f2193   2018-07-26T12:51:55.928Z   2018-07-26T12:21:13.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-26/132120/59639_004_004_003.mp4
1f95c7fd5123231f48458c925f220f16   0001-01-01T00:00:00.000Z   2018-07-26T13:42:29.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66078_001_001_001.mp4 )
5893efd38a7f4afbb996b9ba43478fcd   2018-07-26T14:53:16.669Z   2018-07-26T13:43:23.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66078_001_004_001.mp4
833ebf5a231609fc1e2a2479a5ab1afc   2018-07-04T16:13:24.734Z   2018-07-02T09:19:53.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/51399_001_002_001.mp4
d33bb53bda052b1586b501b5daa19c9f   2018-07-04T16:03:09.078Z   2018-07-02T09:22:40.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58083_004_001_001.mp4
d58d5b3d0bca75a8c68d6c82912de5f4   2018-07-04T16:58:22.221Z   2018-07-04T14:34:57.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-04/153100/58221_002_002_001.mp4
6c5e15e5e38e262a810b3e0ccf160ccf   2018-07-04T16:50:10.025Z   2018-07-02T09:27:53.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/65691_002_004_001.mp4
d5ce4ba57f3062d43c5c5bfc2fd00cc2   2018-07-04T17:36:18.949Z   2018-07-02T09:27:07.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/61670_001_002_003.mp4
b72878238f12c759b15d2ef57e0894fb   2018-07-05T15:02:30.714Z   2018-07-05T12:57:04.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/65691_008_002_001.mp4
551fa99d550bd3c77c220eb7ad739139   2018-07-04T17:10:57.579Z   2018-07-02T09:21:27.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/56409_001_003_001.mp4
d78b9938cc58a6f34484309dad8a2cbe   2018-06-14T13:09:10.695Z   2018-06-14T12:41:46.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-14/134551/18_001_001_001.mp4
3fb8a68024d777e526f9d6b9b81a88da   2018-07-04T15:42:30.489Z   2018-07-02T09:19:58.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/51501_001_001_005.mp4
8634027131e9ab6056fd61d02b84182a   2018-07-04T17:27:30.094Z   2018-07-02T09:27:55.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/66085_001_001_001.mp4
4b3de27e7b5d3df6740bb34b880dd016   2018-07-04T15:52:10.658Z   2018-07-02T09:20:30.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/52177_003_002_004.mp4
7e67fd79c217cf33a52875d604f3cf02   2018-07-04T17:50:11.224Z   2018-07-02T09:27:20.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/63234_003_001_001.mp4
abe8a5e22a8044e3b2ce73067742dc66   2018-07-05T15:02:13.494Z   2018-07-05T12:58:35.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/57851_001_002_002.mp4
289532636398ea712958a875d3c4d7c6   2018-07-05T14:38:44.383Z   2018-07-05T12:53:29.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66882_125_001_001.mp4
0dbaccdf182c065298ebfe437eda28d0   2018-07-05T14:55:25.282Z   2018-07-05T13:00:30.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/48687_006_001_004.mp4
a322252366bd78a03223493f44300cd9   2018-07-05T14:53:37.165Z   2018-07-05T12:49:38.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_015_002_001.mp4
bc3961ca252da99e4ce2314cfa9d52b4   2018-06-21T20:32:54.954Z   2018-06-21T16:19:04.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-21/172201/35925_001_002_002.mp4
be9cea917cd345d4cb8b3eea4f256941   2018-07-04T17:08:31.857Z   2018-07-02T09:27:39.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/64324_001_002_007.mp4
add1e58df7084af7d001414bf02cffa3   2018-06-21T17:53:43.303Z   2018-06-18T13:28:00.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-18/143155/18_009_003_001.mp4
5db0a77fe9ad834d5c0cf659a2c601f2   2018-07-05T15:06:58.990Z   2018-07-05T12:49:55.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_015_003_001.mp4
020cd9f3f8ac4b0d5b28d9172c196f54   2018-07-05T14:56:21.591Z   2018-07-05T12:47:01.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66078_001_004_001.mp4
2f0914780f299cc3abd9ecce2d369ac6   2018-07-05T14:50:04.325Z   2018-07-05T12:52:02.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/46761_013_002_002.mp4
5127fa1a5213ff6b0b4609a3abc68afd   2018-07-04T16:18:27.165Z   2018-07-02T09:26:53.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/60460_003_003_003.mp4
aa11a8a6de942e40afcca56b7739091f   2018-07-04T15:37:29.402Z   2018-07-02T09:22:14.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/56459_001_004_006.mp4
997194769d8a08cacef078cf56b65941   2018-07-04T16:29:40.334Z   2018-07-02T09:22:56.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/58083_006_001_002.mp4
e67432a930420bc0a73316f499e4d7c0   2018-07-05T14:41:50.578Z   2018-07-05T12:55:45.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-05/134545/66335_001_001_001.mp4
abb5c47c7f01cd71108b66fd368e41e6   2018-06-29T13:58:57.050Z   2018-06-18T13:27:56.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-18/143155/18_009_002_001.mp4
5c47203b8b217e50861355b72b1fa5c8   2018-07-04T16:21:51.911Z   2018-07-02T09:20:58.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/54461_001_002_004.mp4
88dec1f560b378adfdfc86aea48f6ed8   2018-07-24T11:20:56.993Z   2018-07-10T13:28:38.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/63449_001_001_001.mp4
d47c06a003f06a1a6c594f09e00b6c96   2018-07-24T11:21:12.869Z   2018-07-10T13:31:55.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/64324_001_002_003.mp4
454bd7b16e897742d20989f0a4b9faea   2018-07-24T11:24:23.949Z   2018-07-10T13:27:55.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/60347_001_003_002.mp4
e688e624159dc05e199e876415f12ac3   2018-07-24T11:27:17.037Z   2018-07-10T13:30:18.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/63880_001_002_001.mp4
832375cc5d75fdea28fc957dc00b8895   2018-07-24T11:22:51.156Z   2018-07-13T13:09:48.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/65393_024_002_001.mp4
69305565945a0c959d6dae5971266504   2018-07-24T11:22:29.983Z   2018-07-13T13:11:35.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/65987_010_001_001.mp4
9fe52d19aff4b420976028ac59f71ce1   2018-07-24T11:26:41.625Z   2018-07-13T13:14:43.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/66298_011_004_001.mp4
6f28c194e53eb79b1eeaec32a212b2aa   2018-06-29T15:18:55.261Z   2018-06-21T16:19:07.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-21/172201/51501_001_001_005.mp4
e354e1c040eb0c83f21fa1f66ba6d70c   2018-06-11T14:39:35.969Z   2018-06-11T13:52:37.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-06-11/135228/18_041_001_001.mp4
b387f5558003f10cf3fa1d5eae21b060   2018-07-04T16:43:36.957Z   2018-07-02T09:27:10.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/61760_002_001_001.mp4
24d0bdf83fa9413e1912b891c33cf481   2018-07-04T15:48:37.011Z   2018-07-02T09:20:37.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-02/092219/52177_003_004_004.mp4
93e8f94205452080283c57dbde08bd3d   0001-01-01T00:00:00.000Z   2018-07-10T13:32:45.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/65741_001_002_001.mp4
faa423132f2dc265f3d99870d0e900e4   2018-07-24T11:06:57.133Z   2018-07-13T13:10:35.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/65684_011_001_002.mp4
b48e8169e62ff38a863eec4e615b4430   2018-07-24T11:18:59.569Z   2018-07-10T08:48:01.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/094824/66974_004_002_001.mp4
ad40000dce4118dca3086f8886fefdbe   2018-07-24T11:36:15.661Z   2018-07-13T13:06:55.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/47156_006_001_003.mp4
552d24843d6ea4f000a037a748d5f2a7   2018-07-24T11:39:52.043Z   2018-07-10T13:22:59.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/52177_003_002_003.mp4
4c223d1f8ec3664c94289f3270711750   2018-07-24T11:41:30.375Z   2018-07-10T13:21:25.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/44002_005_002_003.mp4
22d92a7d60ff00ce59d935f67bce06f8   2018-07-24T11:41:32.681Z   2018-07-10T13:30:03.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-10/142015/63880_001_001_001.mp4
862669001e40cb3e6fc0909789270f64   2018-07-24T11:43:36.926Z   2018-07-13T13:09:16.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-13/140747/63432_056_002_001.mp4
7b99d008186463590bbfbb5f43ecc1df   2018-07-24T16:16:54.304Z   2018-07-24T15:38:11.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-24/100000/35925_001_001_002.mp4
b0c931ca6adcc5bda86bcaf37aa5b041   0001-01-01T00:00:00.000Z   2018-07-26T13:52:14.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/46761_013_004_002.mp4 )
405865f1f470f933824681e99ca0c08a   0001-01-01T00:00:00.000Z   2018-07-26T13:56:23.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66108_007_001_002.mp4 )
15fa0be34173d12f70c5ac41f3ffeb19   0001-01-01T00:00:00.000Z   2018-07-26T13:56:04.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66882_127_002_001.mp4 )
9e0ac5192d0ac036067fd4f8673499e1   0001-01-01T00:00:00.000Z   2018-07-26T13:54:29.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66882_126_001_001.mp4 )
ef38992e698a6c916b32472b24bb8818   0001-01-01T00:00:00.000Z   2018-07-26T13:55:06.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66882_124_001_002.mp4 )
a9a55e3c93f2d074442420382f146467   0001-01-01T00:00:00.000Z   2018-07-26T13:55:23.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66882_124_002_002.mp4 )
d0e8038cc71b0c990439c192bed19c7d   2018-07-26T14:33:39.994Z   2018-07-26T13:45:50.000Z   aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65067_014_004_003.mp4
689dd7c5b66f46676cc43d60af9e1004   0001-01-01T00:00:00.000Z   2018-07-26T13:59:51.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/65691_008_002_001.mp4 )
54725aa07eaf320e56dbf171d8b9bd72   0001-01-01T00:00:00.000Z   2018-07-26T14:05:51.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/48687_006_001_004.mp4 )
c343920fdb47f68867aa3b3a400c1a41   0001-01-01T00:00:00.000Z   2018-07-26T14:02:29.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/57851_001_002_002.mp4 )
09a5b77c03e60dbdc30570d60d8b461c   0001-01-01T00:00:00.000Z   2018-07-26T13:58:37.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66335_001_004_001.mp4 )
daa54d4e2cde8b9c362c71f2fe09933d   0001-01-01T00:00:00.000Z   2018-07-26T14:01:13.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66267_001_002_002.mp4 )
76e46b1864337be8a47c0572a80534ea   0001-01-01T00:00:00.000Z   2018-07-26T14:03:28.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/55374_001_001_001.mp4 )
20a8431a5ffcfa25a77d6ba96b8c8470   0001-01-01T00:00:00.000Z   2018-07-26T14:00:51.000Z   <not harvested> ( s3://https://s3-eu-west-1.amazonaws.com/aws-c4-contextual-prod-graymeta-harvest/2018-07-26/144124/66267_001_001_002.mp4 )
